model,manufactured_year,price,mileage,tax,miles_per_gallon,engine_size,car_age,price_per_engine_size,mileage_per_year,transmission_manual,transmission_semi_auto,fuel_type_hybrid,fuel_type_petrol
 A4,2018,20985,10,145,52.3,1.4,7,14989.285714285716,1.4285714285714286,1,0,0,1
 A3,2018,22285,6754,145,52.3,1.6,7,13928.125,964.8571428571429,0,0,0,0
 Q3,2014,14500,35423,200,47.9,2.0,11,7250.0,3220.2727272727275,0,1,0,0
 A3,2017,25000,16703,200,41.5,2.0,8,12500.0,2087.875,0,1,0,1
 Q3,2017,15800,37203,125,51.4,1.4,8,11285.714285714286,4650.375,1,0,0,1
 A3,2013,13500,44405,125,58.9,2.0,12,6750.0,3700.4166666666665,0,1,0,0
 Q3,2014,12000,79389,165,50.4,2.0,11,6000.0,7217.181818181818,1,0,0,0
 A3,2015,13800,61808,125,57.6,2.0,10,6900.0,6180.8,0,1,0,0
 A1,2016,11000,10491,0,67.3,1.0,9,11000.0,1165.6666666666667,1,0,0,1
 A3,2018,19995,19000,150,49.6,2.0,7,9997.5,2714.285714285714,1,0,0,1
 A1,2016,11650,18900,0,67.3,1.0,9,11650.0,2100.0,1,0,0,1
 A3,2014,11850,50900,20,68.9,2.0,11,5925.0,4627.272727272727,1,0,0,0
 A6,2013,12495,49000,325,29.7,2.0,12,6247.5,4083.3333333333335,1,0,0,0
 A1,2015,15995,23081,235,39.8,2.0,10,7997.5,2308.1,1,0,0,1
 Q7,2020,82995,826,145,29.4,4.0,5,20748.75,165.2,0,1,0,0
 A4,2019,25990,5987,145,38.2,2.0,6,12995.0,997.8333333333334,0,1,0,1
 A6,2019,30995,2977,145,47.9,2.0,6,15497.5,496.1666666666667,0,1,0,0
 Q5,2019,34985,7573,145,39.2,2.0,6,17492.5,1262.1666666666667,0,0,0,0
 Q3,2019,31995,3055,145,42.8,2.0,6,15997.5,509.1666666666667,1,0,0,0
 A4,2019,29985,22,145,38.7,2.0,6,14992.5,3.6666666666666665,0,0,0,1
 A4,2019,28485,2250,145,51.4,2.0,6,14242.5,375.0,0,0,0,0
 Q5,2016,21498,20547,200,47.1,2.0,9,10749.0,2283.0,0,1,0,0
 Q5,2019,32895,10,145,39.2,2.0,6,16447.5,1.6666666666666667,0,0,0,0
 A5,2016,22998,18828,260,35.8,3.0,9,7666.0,2092.0,0,1,0,1
 Q5,2019,35998,28,145,32.1,2.0,6,17999.0,4.666666666666667,0,1,0,1
 Q7,2016,29985,38654,200,47.9,3.0,9,9995.0,4294.888888888889,0,0,0,0
 A3,2014,16485,25764,200,40.4,2.0,11,8242.5,2342.181818181818,1,0,0,1
 TT,2016,19485,28402,30,62.8,2.0,9,9742.5,3155.777777777778,1,0,0,0
 A1,2015,13495,17152,30,56.5,1.4,10,9639.285714285716,1715.2,1,0,0,1
 A3,2016,14995,29775,20,60.1,1.4,9,10710.714285714286,3308.3333333333335,1,0,0,1
 Q5,2017,39995,7801,145,34.0,3.0,8,13331.666666666666,975.125,0,1,0,1
 Q5,2015,22990,60599,240,42.8,3.0,10,7663.333333333333,6059.9,0,1,0,0
 A1,2017,12495,20670,30,57.6,1.4,8,8925.0,2583.75,1,0,0,1
 A3,2019,24985,2257,145,52.3,1.6,6,15615.625,376.1666666666667,0,0,0,0
 A3,2019,24485,4039,145,51.4,1.6,6,15303.125,673.1666666666666,1,0,0,0
 A3,2016,16485,21241,125,52.3,1.4,9,11775.0,2360.1111111111113,1,0,0,1
 Q3,2016,20485,16945,160,49.6,2.0,9,10242.5,1882.7777777777778,1,0,0,0
 A4,2018,24985,18010,145,49.6,1.4,7,17846.428571428572,2572.8571428571427,0,0,0,1
 A4,2017,19995,29653,145,62.8,2.0,8,9997.5,3706.625,0,1,0,0
 A5,2014,16000,75159,260,34.9,3.0,11,5333.333333333333,6832.636363636364,0,1,0,1
 Q3,2014,14998,33842,200,47.9,2.0,11,7499.0,3076.5454545454545,0,1,0,0
 A3,2015,13995,42977,20,67.3,2.0,10,6997.5,4297.7,1,0,0,0
 A4,2019,27990,26,145,47.9,2.0,6,13995.0,4.333333333333333,0,1,0,0
 A1,2016,11995,17454,0,67.3,1.0,9,11995.0,1939.3333333333333,1,0,0,1
 A3,2018,15995,17547,150,56.5,1.5,7,10663.333333333334,2506.714285714286,1,0,0,1
 A3,2020,35995,314,150,34.9,2.0,5,17997.5,62.8,0,1,0,1
 A1,2016,13585,25010,30,58.9,1.4,9,9703.57142857143,2778.8888888888887,1,0,0,1
 A6,2019,31985,3278,145,47.9,2.0,6,15992.5,546.3333333333334,0,1,0,0
 A7,2019,32985,1285,145,39.2,3.0,6,10995.0,214.16666666666666,0,0,0,0
 A6,2019,30985,4445,145,47.9,2.0,6,15492.5,740.8333333333334,0,0,0,0
 A4,2020,34798,6998,145,38.2,2.0,5,17399.0,1399.6,0,1,0,1
 A4,2020,40780,6746,145,45.6,2.0,5,20390.0,1349.2,0,1,0,0
 Q7,2015,34995,21245,205,47.9,3.0,10,11665.0,2124.5,0,1,0,0
 A4,2017,18995,27394,30,64.2,2.0,8,9497.5,3424.25,1,0,0,0
 A1,2016,12995,29283,0,67.3,1.0,9,12995.0,3253.6666666666665,1,0,0,1
 A1,2016,14495,20905,30,56.5,1.4,9,10353.57142857143,2322.777777777778,1,0,0,1
 A1,2017,12995,24386,0,67.3,1.0,8,12995.0,3048.25,1,0,0,1
 TT,2017,24995,11621,150,42.8,2.0,8,12497.5,1452.625,0,1,0,1
 A3,2019,20985,3409,145,43.5,1.5,6,13990.0,568.1666666666666,0,1,0,1
 Q5,2016,31995,30172,240,42.2,3.0,9,10665.0,3352.4444444444443,0,1,0,0
 A4,2015,13995,27016,30,62.8,2.0,10,6997.5,2701.6,1,0,0,0
 A4,2020,31985,7456,145,40.9,2.0,5,15992.5,1491.2,1,0,0,1
 A6,2019,29490,20,145,55.4,3.0,6,9830.0,3.3333333333333335,0,1,0,0
 A4,2019,20495,4781,150,40.9,2.0,6,10247.5,796.8333333333334,0,1,0,1
 Q3,2016,21995,40254,205,40.4,2.0,9,10997.5,4472.666666666667,0,1,0,1
 TT,2019,24995,12320,150,40.9,2.0,6,12497.5,2053.3333333333335,0,1,0,1
 Q2,2018,23995,16534,150,49.6,1.4,7,17139.285714285714,2362.0,1,0,0,1
 Q3,2017,22995,20075,150,42.2,2.0,8,11497.5,2509.375,0,1,0,1
 A3,2016,15995,14401,20,60.1,1.0,9,15995.0,1600.111111111111,1,0,0,1
 A3,2016,19995,19430,145,47.9,2.0,9,9997.5,2158.8888888888887,0,1,0,1
 RS4,2013,26995,28359,565,26.4,4.2,12,6427.380952380952,2363.25,0,1,0,1
 Q8,2019,49995,16385,150,33.6,3.0,6,16665.0,2730.8333333333335,0,1,0,0
 A1,2014,11995,24764,0,74.3,1.6,11,7496.875,2251.2727272727275,1,0,0,0
 A1,2014,11995,26141,125,53.3,1.4,11,8567.857142857143,2376.4545454545455,1,0,0,1
 A5,2020,37331,7532,145,39.2,2.0,5,18665.5,1506.4,0,1,0,1
 A5,2020,39454,7925,145,45.6,2.0,5,19727.0,1585.0,0,1,0,0
 A5,2020,37507,7639,145,39.8,2.0,5,18753.5,1527.8,0,1,0,1
 Q3,2020,33462,7914,145,48.7,2.0,5,16731.0,1582.8,0,1,0,0
 Q5,2018,30995,15706,145,40.4,2.0,7,15497.5,2243.714285714286,0,1,0,1
 A4,2019,25990,4598,145,38.2,2.0,6,12995.0,766.3333333333334,1,0,0,1
 A8,2018,38995,6588,145,48.7,3.0,7,12998.333333333334,941.1428571428571,0,1,0,0
 Q7,2016,31995,48248,205,47.9,3.0,9,10665.0,5360.888888888889,0,1,0,0
 A3,2019,30995,4549,150,34.5,2.0,6,15497.5,758.1666666666666,0,1,0,1
 A1,2019,18995,7564,145,51.4,1.0,6,18995.0,1260.6666666666667,1,0,0,1
 A8,2018,41995,11276,145,48.7,3.0,7,13998.333333333334,1610.857142857143,0,1,0,0
 A4,2016,19995,20141,30,67.3,2.0,9,9997.5,2237.8888888888887,1,0,0,0
 A3,2016,16995,16555,20,60.1,1.4,9,12139.285714285716,1839.4444444444443,1,0,0,1
 A1,2017,14495,8608,145,67.3,1.0,8,14495.0,1076.0,1,0,0,1
 Q3,2017,19995,18380,145,49.6,1.4,8,14282.142857142859,2297.5,1,0,0,1
 Q3,2017,23995,27136,145,40.4,2.0,8,11997.5,3392.0,0,1,0,1
 A3,2016,13995,36409,20,60.1,1.4,9,9996.428571428572,4045.4444444444443,1,0,0,1
 A6,2017,27995,35219,150,50.4,3.0,8,9331.666666666666,4402.375,0,1,0,0
 Q5,2018,33995,10252,150,40.4,2.0,7,16997.5,1464.5714285714287,0,1,0,1
 A3,2018,17490,16380,145,67.3,1.6,7,10931.25,2340.0,1,0,0,0
 A3,2015,14990,30530,30,64.2,2.0,10,7495.0,3053.0,0,1,0,0
 Q5,2016,30995,37129,235,42.2,3.0,9,10331.666666666666,4125.444444444444,0,1,0,0
 A3,2017,13995,36400,20,61.4,1.4,8,9996.428571428572,4550.0,1,0,0,1
 Q7,2018,47995,8618,145,32.8,3.0,7,15998.333333333334,1231.142857142857,0,1,0,0
 Q2,2018,21995,9634,145,50.4,1.4,7,15710.714285714286,1376.2857142857142,1,0,0,1
 Q2,2017,19995,18355,145,68.9,1.6,8,12496.875,2294.375,0,1,0,0
 Q5,2017,26995,28604,145,40.9,2.0,8,13497.5,3575.5,0,1,0,1
 A1,2017,15995,15187,145,76.3,1.6,8,9996.875,1898.375,1,0,0,0
 A5,2015,18990,43417,160,50.4,2.0,10,9495.0,4341.7,0,1,0,0
 A8,2018,35995,12195,145,50.4,3.0,7,11998.333333333334,1742.142857142857,0,1,0,0
 A5,2018,27995,12686,145,58.9,3.0,7,9331.666666666666,1812.2857142857142,0,1,0,0
 A1,2019,23995,5356,145,44.1,1.5,6,15996.666666666666,892.6666666666666,0,1,0,1
 A4,2020,31265,7963,145,41.5,2.0,5,15632.5,1592.6,0,1,0,1
 A5,2020,36312,7423,145,51.4,2.0,5,18156.0,1484.6,0,1,0,0
 A1,2017,13995,12148,145,67.3,1.0,8,13995.0,1518.5,1,0,0,1
 Q5,2016,31995,44525,235,42.2,3.0,9,10665.0,4947.222222222223,0,1,0,0
 Q3,2016,18495,20952,145,55.4,2.0,9,9247.5,2328.0,1,0,0,0
 A6,2019,33490,4582,145,39.2,3.0,6,11163.333333333334,763.6666666666666,0,1,0,0
 Q5,2014,19995,36970,200,47.9,2.0,11,9997.5,3360.909090909091,1,0,0,0
 Q3,2015,17995,38244,145,49.6,1.4,10,12853.57142857143,3824.4,1,0,0,1
 Q7,2015,31995,26407,200,47.9,3.0,10,10665.0,2640.7,0,1,0,0
 Q2,2019,23995,6484,145,49.6,1.6,6,14996.875,1080.6666666666667,1,0,0,0
 A3,2019,20995,3325,145,49.6,1.6,6,13121.875,554.1666666666666,1,0,0,0
 Q3,2017,24995,9078,145,40.4,2.0,8,12497.5,1134.75,0,1,0,1
 A1,2017,12995,22427,145,67.3,1.0,8,12995.0,2803.375,1,0,0,1
 A4,2015,14995,41755,150,53.3,2.0,10,7497.5,4175.5,0,1,0,0
 A3,2015,12490,35455,30,58.9,1.4,10,8921.428571428572,3545.5,0,1,0,1
 A3,2017,14298,14607,20,60.1,1.0,8,14298.0,1825.875,1,0,0,1
 A1,2016,11498,24952,30,55.4,1.4,9,8212.857142857143,2772.4444444444443,1,0,0,1
 A5,2014,11998,49640,30,64.2,2.0,11,5999.0,4512.727272727273,1,0,0,0
 Q3,2017,19998,21576,145,49.6,1.4,8,14284.285714285716,2697.0,1,0,0,1
 Q5,2017,27995,20870,145,55.4,2.0,8,13997.5,2608.75,0,1,0,0
 A4,2017,19995,30300,30,62.8,2.0,8,9997.5,3787.5,0,1,0,0
 Q3,2016,19995,22353,160,49.6,2.0,9,9997.5,2483.6666666666665,1,0,0,0
 Q3,2016,19995,23205,145,55.4,2.0,9,9997.5,2578.3333333333335,0,1,0,0
 A1,2017,13995,15361,30,55.4,1.4,8,9996.428571428572,1920.125,1,0,0,1
 A6,2019,29995,8598,145,47.9,2.0,6,14997.5,1433.0,0,1,0,0
 A3,2019,19990,6000,145,52.3,1.6,6,12493.75,1000.0,0,1,0,0
 A3,2019,19990,5199,145,52.3,1.6,6,12493.75,866.5,0,1,0,0
 A1,2018,14995,15092,145,57.7,1.4,7,10710.714285714286,2156.0,1,0,0,1
 A3,2017,36990,3059,145,43.5,2.0,8,18495.0,382.375,0,1,0,1
 TT,2016,24995,28475,200,40.9,2.0,9,12497.5,3163.8888888888887,0,1,0,1
 A3,2013,11490,35804,30,54.3,1.4,12,8207.142857142857,2983.6666666666665,1,0,0,1
 A3,2017,18495,24000,30,60.1,1.4,8,13210.714285714286,3000.0,1,0,0,1
 Q7,2019,46990,3264,145,33.6,3.0,6,15663.333333333334,544.0,0,1,0,0
 A3,2019,23995,2868,145,52.3,1.6,6,14996.875,478.0,0,1,0,0
 A4,2019,27990,6541,145,47.9,2.0,6,13995.0,1090.1666666666667,0,1,0,0
 Q5,2019,36990,4511,145,38.2,2.0,6,18495.0,751.8333333333334,0,1,0,0
 Q3,2017,18995,27057,145,47.9,1.4,8,13567.857142857143,3382.125,0,1,0,1
 A4,2013,12990,42185,145,55.4,2.0,12,6495.0,3515.4166666666665,1,0,0,0
 Q5,2015,17995,59120,200,47.1,2.0,10,8997.5,5912.0,0,1,0,0
 A5,2016,16498,41431,160,52.3,2.0,9,8249.0,4603.444444444444,0,1,0,0
 Q5,2019,31998,30,145,33.2,2.0,6,15999.0,5.0,0,1,0,1
 Q5,2019,36995,5065,145,38.2,2.0,6,18497.5,844.1666666666666,0,1,0,0
 Q5,2019,36995,4638,145,38.2,2.0,6,18497.5,773.0,0,1,0,0
 RS6,2017,57995,34926,325,29.4,4.0,8,14498.75,4365.75,0,1,0,1
 Q2,2018,22890,4642,145,46.3,1.6,7,14306.25,663.1428571428571,0,1,0,0
 A6,2015,16995,29558,20,67.3,2.0,10,8497.5,2955.8,0,1,0,0
 A6,2019,33298,4899,145,47.9,2.0,6,16649.0,816.5,0,1,0,0
 A3,2017,15995,17000,20,60.1,1.4,8,11425.0,2125.0,1,0,0,1
 A4,2017,20995,51204,145,56.5,2.0,8,10497.5,6400.5,0,1,0,0
 A3,2013,14995,38776,30,56.5,1.4,12,10710.714285714286,3231.3333333333335,0,1,0,1
 Q3,2017,19995,21972,145,49.6,1.4,8,14282.142857142859,2746.5,1,0,0,1
 TT,2018,39995,17648,145,34.5,2.5,7,15998.0,2521.1428571428573,0,1,0,1
 Q2,2017,22995,5674,145,52.3,1.4,8,16425.0,709.25,0,1,0,1
 A5,2017,24995,22086,145,62.8,2.0,8,12497.5,2760.75,0,1,0,0
 A8,2019,39995,10090,145,37.7,3.0,6,13331.666666666666,1681.6666666666667,0,1,0,1
 Q3,2015,19995,20825,145,47.9,1.4,10,14282.142857142859,2082.5,0,1,0,1
 A1,2015,12995,20042,30,57.6,1.4,10,9282.142857142857,2004.2,1,0,0,1
 Q2,2019,22663,3657,145,49.6,1.6,6,14164.375,609.5,1,0,0,0
 Q2,2019,24368,4502,145,47.9,1.6,6,15230.0,750.3333333333334,1,0,0,0
 A4,2017,19495,31214,30,67.3,2.0,8,9747.5,3901.75,0,1,0,0
 Q2,2018,19990,16414,145,50.4,1.4,7,14278.57142857143,2344.8571428571427,1,0,0,1
 Q2,2018,21495,27198,145,50.4,1.4,7,15353.57142857143,3885.4285714285716,1,0,0,1
 A3,2018,28995,17166,145,43.5,2.0,7,14497.5,2452.285714285714,0,1,0,1
 A3,2018,26990,18283,145,44.1,2.0,7,13495.0,2611.8571428571427,0,1,0,1
 Q5,2018,27995,15076,145,56.5,2.0,7,13997.5,2153.714285714286,0,1,0,0
 Q5,2017,25995,29330,145,56.5,2.0,8,12997.5,3666.25,0,1,0,0
 Q2,2017,19995,25520,145,50.4,1.4,8,14282.142857142859,3190.0,1,0,0,1
 A4,2020,38534,7521,145,49.6,2.0,5,19267.0,1504.2,0,1,0,0
 A7,2019,41995,933,145,45.6,2.0,6,20997.5,155.5,0,1,0,0
 A3,2019,19990,6018,145,52.3,1.6,6,12493.75,1003.0,0,1,0,0
 A3,2019,18495,11330,145,42.8,1.5,6,12330.0,1888.3333333333333,1,0,0,1
 Q5,2016,33995,23478,235,42.2,3.0,9,11331.666666666666,2608.6666666666665,0,1,0,0
 Q2,2017,18995,17872,145,64.2,1.6,8,11871.875,2234.0,1,0,0,0
 A5,2019,30709,4327,145,39.8,2.0,6,15354.5,721.1666666666666,0,1,0,1
 Q7,2019,48136,4813,145,33.2,3.0,6,16045.333333333334,802.1666666666666,0,1,0,0
 Q2,2019,24365,3578,145,47.9,1.6,6,15228.125,596.3333333333334,1,0,0,0
 A6,2019,33295,4196,145,47.9,2.0,6,16647.5,699.3333333333334,0,1,0,0
 A1,2015,13995,32065,30,55.4,1.4,10,9996.428571428572,3206.5,1,0,0,1
 A8,2017,28995,15072,200,47.1,3.0,8,9665.0,1884.0,0,1,0,0
 Q3,2017,16490,50286,145,61.4,2.0,8,8245.0,6285.75,1,0,0,0
 Q3,2017,23995,25667,145,40.4,2.0,8,11997.5,3208.375,0,1,0,1
 Q7,2017,35995,33165,200,47.9,3.0,8,11998.333333333334,4145.625,0,1,0,0
 Q2,2017,19995,27078,125,50.4,1.4,8,14282.142857142859,3384.75,1,0,0,1
 Q2,2017,19995,29874,125,50.4,1.4,8,14282.142857142859,3734.25,1,0,0,1
 Q5,2015,21995,28977,200,47.1,2.0,10,10997.5,2897.7,0,1,0,0
 Q3,2016,21995,28526,160,50.4,2.0,9,10997.5,3169.5555555555557,0,1,0,0
 Q3,2017,22995,14068,145,54.3,2.0,8,11497.5,1758.5,1,0,0,0
 A3,2018,18990,6321,145,50.4,2.0,7,9495.0,903.0,1,0,0,1
 A8,2018,40990,4440,145,37.7,3.0,7,13663.333333333334,634.2857142857143,0,1,0,1
 A3,2019,23995,2085,145,51.4,1.6,6,14996.875,347.5,1,0,0,0
 Q5,2019,37995,2712,145,38.2,2.0,6,18997.5,452.0,0,1,0,0
 A6,2019,33410,3968,145,47.9,2.0,6,16705.0,661.3333333333334,0,1,0,0
 Q2,2019,22997,6921,145,47.1,1.0,6,22997.0,1153.5,1,0,0,1
 A3,2015,14995,50062,30,57.6,1.2,10,12495.833333333334,5006.2,1,0,0,1
 A1,2015,11995,31500,30,57.6,1.4,10,8567.857142857143,3150.0,1,0,0,1
 A1,2015,12995,21807,30,57.6,1.4,10,9282.142857142857,2180.7,1,0,0,1
 A5,2019,27990,7215,145,46.3,2.0,6,13995.0,1202.5,0,1,0,0
 A6,2019,29990,5397,145,50.4,2.0,6,14995.0,899.5,0,1,0,0
 A3,2019,23377,4963,145,42.8,1.5,6,15584.666666666666,827.1666666666666,1,0,0,1
 A3,2017,25995,13688,200,40.4,2.0,8,12997.5,1711.0,1,0,0,1
 A3,2017,18995,19735,30,57.6,1.4,8,13567.857142857143,2466.875,0,1,0,1
 Q3,2017,20995,22175,145,47.9,1.4,8,14996.428571428572,2771.875,0,1,0,1
 A4,2018,23995,13907,145,49.6,1.4,7,17139.285714285714,1986.7142857142858,0,1,0,1
 A1,2018,14495,20106,145,67.3,1.0,7,14495.0,2872.285714285714,1,0,0,1
 Q5,2018,30995,7891,145,40.9,2.0,7,15497.5,1127.2857142857142,0,1,0,1
 A4,2019,26490,4836,145,48.7,2.0,6,13245.0,806.0,0,1,0,0
 A5,2019,34259,4587,145,37.2,2.0,6,17129.5,764.5,1,0,0,1
 A5,2019,35131,5721,145,37.2,2.0,6,17565.5,953.5,1,0,0,1
 Q7,2019,50414,4236,145,33.2,3.0,6,16804.666666666668,706.0,0,1,0,0
 Q5,2015,21995,18188,200,47.1,2.0,10,10997.5,1818.8,0,1,0,0
 A5,2016,16995,41497,125,57.6,2.0,9,8497.5,4610.777777777777,1,0,0,0
 A1,2016,14995,13961,30,58.9,1.4,9,10710.714285714286,1551.2222222222222,1,0,0,1
 A6,2019,30990,10852,145,47.9,2.0,6,15495.0,1808.6666666666667,0,1,0,0
 A3,2019,18490,10059,145,43.5,1.5,6,12326.666666666666,1676.5,1,0,0,1
 A3,2019,18490,5985,145,43.5,1.5,6,12326.666666666666,997.5,1,0,0,1
 A4,2019,26490,6214,145,38.7,2.0,6,13245.0,1035.6666666666667,0,1,0,1
 RS5,2019,59995,5089,145,30.1,2.9,6,20687.93103448276,848.1666666666666,0,1,0,1
 Q2,2019,24995,2756,145,42.2,1.0,6,24995.0,459.3333333333333,1,0,0,1
 A6,2019,29490,4982,145,47.9,2.0,6,14745.0,830.3333333333334,0,1,0,0
 A4,2016,17495,41505,20,67.3,2.0,9,8747.5,4611.666666666667,0,1,0,0
 Q3,2017,20995,26494,145,47.9,1.4,8,14996.428571428572,3311.75,0,1,0,1
 A1,2017,14495,23655,30,55.4,1.4,8,10353.57142857143,2956.875,1,0,0,1
 RS5,2019,58995,3382,145,30.1,2.9,6,20343.103448275862,563.6666666666666,0,1,0,1
 A3,2018,19995,17789,145,54.3,1.5,7,13330.0,2541.285714285714,1,0,0,1
 A6,2019,33640,5023,145,47.9,2.0,6,16820.0,837.1666666666666,0,1,0,0
 A6,2019,53939,6238,145,37.7,3.0,6,17979.666666666668,1039.6666666666667,0,1,0,0
 A5,2019,30719,4520,145,39.8,2.0,6,15359.5,753.3333333333334,0,1,0,1
 A5,2019,30197,5210,145,39.8,2.0,6,15098.5,868.3333333333334,0,1,0,1
 A5,2019,27022,3256,145,40.4,2.0,6,13511.0,542.6666666666666,0,1,0,1
 A4,2019,37560,5201,145,44.1,2.0,6,18780.0,866.8333333333334,0,1,0,0
 Q7,2019,49990,28,145,33.6,3.0,6,16663.333333333332,4.666666666666667,0,1,0,0
 A1,2017,12495,25747,0,67.3,1.0,8,12495.0,3218.375,1,0,0,1
 A1,2017,14995,27000,145,55.4,1.4,8,10710.714285714286,3375.0,1,0,0,1
 Q5,2016,24490,51562,235,42.8,3.0,9,8163.333333333333,5729.111111111111,0,1,0,0
 A3,2016,13995,40030,0,83.1,1.6,9,8746.875,4447.777777777777,1,0,0,0
 A6,2016,19495,43099,145,56.5,2.0,9,9747.5,4788.777777777777,0,1,0,0
 Q2,2017,17995,18842,145,55.4,1.0,8,17995.0,2355.25,1,0,0,1
 A4,2016,19995,31894,30,64.2,3.0,9,6665.0,3543.777777777778,0,1,0,0
 A5,2019,30728,5712,145,51.4,2.0,6,15364.0,952.0,0,1,0,0
 A5,2015,18995,38540,125,58.9,2.0,10,9497.5,3854.0,0,1,0,0
 A1,2017,13995,25552,30,56.5,1.4,8,9996.428571428572,3194.0,1,0,0,1
 A7,2015,18495,72283,145,54.3,3.0,10,6165.0,7228.3,0,1,0,0
 Q5,2016,34995,22809,235,42.2,3.0,9,11665.0,2534.3333333333335,0,1,0,0
 A3,2017,19995,16103,145,65.7,2.0,8,9997.5,2012.875,1,0,0,0
 A1,2016,13495,23745,30,57.6,1.4,9,9639.285714285716,2638.3333333333335,1,0,0,1
 TT,2016,16995,29593,30,62.8,2.0,9,8497.5,3288.1111111111113,1,0,0,0
 A1,2014,13995,15300,125,53.3,1.4,11,9996.428571428572,1390.909090909091,0,1,0,1
 Q3,2018,25995,9185,145,48.7,1.4,7,18567.857142857145,1312.142857142857,0,1,0,1
 Q2,2019,25995,1592,145,39.2,1.5,6,17330.0,265.3333333333333,1,0,0,1
 A1,2016,10995,45644,0,80.7,1.6,9,6871.875,5071.555555555556,1,0,0,0
 Q8,2019,48995,4488,145,33.6,3.0,6,16331.666666666666,748.0,0,1,0,0
 Q5,2016,33995,29156,235,42.2,3.0,9,11331.666666666666,3239.5555555555557,0,1,0,0
 A1,2015,12298,15837,30,58.9,1.4,10,8784.285714285716,1583.7,1,0,0,1
 Q3,2016,15998,15264,30,61.4,2.0,9,7999.0,1696.0,1,0,0,0
 Q2,2018,18998,8211,150,49.6,1.6,7,11873.75,1173.0,1,0,0,0
 Q2,2017,21995,10962,145,50.4,1.4,8,15710.714285714286,1370.25,1,0,0,1
 Q5,2016,28995,42187,235,42.8,3.0,9,9665.0,4687.444444444444,0,1,0,0
 A1,2017,15995,8128,30,55.4,1.4,8,11425.0,1016.0,1,0,0,1
 A4,2016,13985,55697,20,70.6,2.0,9,6992.5,6188.555555555556,1,0,0,0
 Q3,2015,13995,35446,145,54.3,2.0,10,6997.5,3544.6,1,0,0,0
 Q3,2016,18499,30366,160,50.4,2.0,9,9249.5,3374.0,0,1,0,0
 Q5,2017,27498,32090,145,40.4,2.0,8,13749.0,4011.25,0,1,0,1
 Q3,2015,15998,19300,145,47.9,1.4,10,11427.142857142859,1930.0,0,1,0,1
 A4,2016,13998,37478,0,74.3,2.0,9,6999.0,4164.222222222223,1,0,0,0
 A3,2019,24998,6266,145,38.2,2.0,6,12499.0,1044.3333333333333,0,1,0,1
 A1,2016,13995,8577,30,55.4,1.4,9,9996.428571428572,953.0,1,0,0,1
 A3,2018,18995,13147,145,67.3,1.6,7,11871.875,1878.142857142857,1,0,0,0
 A6,2017,22995,24336,145,61.4,2.0,8,11497.5,3042.0,0,1,0,0
 Q2,2018,17495,23813,145,55.4,1.0,7,17495.0,3401.8571428571427,1,0,0,1
 Q2,2017,21995,17633,145,52.3,1.4,8,15710.714285714286,2204.125,0,1,0,1
 A6,2015,16995,55220,30,64.2,2.0,10,8497.5,5522.0,0,1,0,0
 Q5,2017,22995,47952,145,56.5,2.0,8,11497.5,5994.0,0,1,0,0
 Q5,2014,19995,50500,235,44.1,3.0,11,6665.0,4590.909090909091,0,1,0,0
 A1,2016,15495,31147,30,56.5,1.4,9,11067.857142857143,3460.777777777778,1,0,0,1
 Q2,2019,25998,79,150,46.3,2.0,6,12999.0,13.166666666666666,0,1,0,0
 A5,2015,14500,56875,150,53.3,2.0,10,7250.0,5687.5,0,1,0,0
 A5,2015,18995,37056,160,53.3,2.0,10,9497.5,3705.6,1,0,0,0
 RS3,2018,39995,5431,145,34.0,2.5,7,15998.0,775.8571428571429,0,1,0,1
 A1,2016,13995,31031,30,56.5,1.4,9,9996.428571428572,3447.8888888888887,1,0,0,1
 A4,2015,17995,34906,160,49.6,3.0,10,5998.333333333333,3490.6,0,1,0,0
 A4,2017,21995,14821,145,64.2,3.0,8,7331.666666666667,1852.625,0,1,0,0
 A1,2016,15495,15307,30,55.4,1.4,9,11067.857142857143,1700.7777777777778,1,0,0,1
 A4,2016,19995,23626,160,45.6,2.0,9,9997.5,2625.1111111111113,0,1,0,1
 A1,2016,12995,11892,0,67.3,1.0,9,12995.0,1321.3333333333333,1,0,0,1
 A1,2016,12995,42165,30,56.5,1.4,9,9282.142857142857,4685.0,1,0,0,1
 A3,2019,31795,3036,145,34.5,2.0,6,15897.5,506.0,0,1,0,1
 A4,2019,39995,2703,145,40.9,3.0,6,13331.666666666666,450.5,0,1,0,0
 Q7,2016,48995,41032,300,39.2,4.0,9,12248.75,4559.111111111111,0,0,0,0
 A3,2018,21495,8545,145,53.3,1.6,7,13434.375,1220.7142857142858,1,0,0,0
 A3,2016,13498,30287,20,60.1,1.4,9,9641.428571428572,3365.222222222222,1,0,0,1
 A3,2016,14998,1893,20,60.1,1.4,9,10712.857142857143,210.33333333333334,1,0,0,1
 A4,2017,16998,6896,145,52.3,1.4,8,12141.428571428572,862.0,1,0,0,1
 TT,2016,15498,34084,30,62.8,2.0,9,7749.0,3787.1111111111113,1,0,0,0
 A4,2017,13985,84222,20,68.9,2.0,8,6992.5,10527.75,0,1,0,0
 A3,2015,10385,68428,0,83.1,1.6,10,6490.625,6842.8,1,0,0,0
 Q5,2018,37500,20283,150,34.0,3.0,7,12500.0,2897.5714285714284,0,1,0,1
 A4,2016,11500,56235,0,74.3,2.0,9,5750.0,6248.333333333333,1,0,0,0
